1260 721800 696300 628500
1270 699700 756500 810600
1280 873100 728100 638300
1290 711600 716500 642400
1300 870900 924800 840600
1310 722400 730700 671900
1320 826100 775600 767300
1330 941300 751700 667200
1340 745400 759400 691400
1350 1003400 826500 678400
1360 759100 765600 683400
1370 797700 834700 880600
1380 794400 776800 696700
1390 892700 883300 883400
1400 924600 788500 708900
1410 799500 788500 769900
1420 1130800 821000 723800
1430 809800 804400 739400
1440 938100 828100 732500
1450 812900 856200 755400
1460 918000 1190300 767700
1470 824800 863800 749500
1480 847600 987800 883900
1490 869600 866900 779000
1500 1246100 1314600 816600
1510 883800 953400 802500
1520 1272300 931300 816000
1530 896900 960400 811800
1540 998500 959800 826800
1550 906900 914300 908600
1560 1085600 1001400 836300
1570 920400 926100 954600
1580 1223700 1153600 850300
1590 948900 1084800 1099200
1600 1220700 947600 862900
1610 932400 986600 1168400
1620 997500 959900 870200
1630 1108700 1208700 899200
1640 961600 987500 883200
1650 1162000 1000600 893900
1660 980400 1000200 915700
1670 1362000 1013400 900400
1680 959200 1093800 918200
1690 1306500 1007000 910600
1700 997800 1197400 1119400
1710 1116200 1018100 924900
1720 1033100 1281200 964200
1730 1014800 1050400 962400
1740 1190900 1143600 952500
1750 1035100 1047500 983800
1760 1366500 1098300 957400
1770 1034900 1349800 1456900
1780 1024100 1091000 970200
1790 1308800 1152700 977600
1800 1059700 1106300 1008700
1810 1398500 1097300 984000
1820 1069900 1128700 1232500
1830 1100300 1103300 998200
1840 1464300 1256000 1066000
1850 1112900 1112800 1055100
1860 1427900 1123100 1023500
1870 1104600 1172400 1378100
1880 1084600 1139400 1035400
1890 1266200 1281200 1041500
1900 1187800 1146400 1090400
1910 1310200 1162000 1047600
1920 1092900 1275800 1305500
1930 1121500 1168300 1059300
1940 1441500 1383800 1079500
1950 1161000 1198300 1140000
1960 1188900 1200400 1084400
1970 1302500 1289300 1103200
1980 1202200 1202700 1094500
1990 1404000 1220700 1096300
2000 1184900 1262200 1276900
2010 1179200 1225600 1113300
2020 1314200 1442100 1120100
2030 1207700 1269300 1196000
2040 1456800 1245400 1131000
2050 1350000 1449400 1184800
2060 1273100 1318700 1409300
2070 1297700 1315600 1202500
2080 1452300 1615900 1207500
2090 1295300 1432800 1381100
2100 1300700 1339200 1214400
2110 1573600 1350300 1216900
2120 1302800 1980400 1277900
2130 1307200 1444300 1303400
2140 1389100 1367100 1241100
2150 1485600 1442200 1249300
2160 1333200 1459200 1526500
2170 1336000 1430900 1312000
2180 1821300 1399400 1265000
2190 1509900 1598600 1273300
2200 1413000 1468500 1468000
2210 1326600 1421400 1394600
2220 1624100 1426800 1326700
2230 1449100 1588200 1321100
2240 1390100 1459600 1781200
2250 1366100 1448500 1410900
2260 1681700 1471200 1329900
2270 1605300 1763400 1363400
2280 1465800 1789300 1427000
2290 1423700 1544400 1617100
2300 1458200 1487400 1351000
2310 1557300 1498300 1351900
2320 1453800 1732100 1390700
2330 1447200 1680400 1970400
2340 1452800 1513500 1451500
2350 1788900 1519700 1379000
2360 1726100 1599200 1390500
2370 1469700 1752800 1421200
2380 1486000 1577500 1829400
2390 1533300 1549800 1550300
2400 1899600 1564700 1418000
2410 1753700 1599600 1420700
2420 1589800 1942100 1450300
2430 1563000 1942600 1979200
2440 1509500 1707800 1873500
2450 1533900 1590900 1644100
2460 2007100 1604700 1455400
2470 1825700 1619700 1464000
2480 1579500 1776500 1472200
2490 1554500 1915000 1508900
2500 1566100 1671600 1805700
2510 1568800 1638700 1519500
2520 1772300 1651000 1513100
2530 1906000 1658700 1510200
2540 1784600 1720100 1520000
2550 1575400 2266300 1546500
2560 1606000 1860200 1549400
2570 1722800 1811600 1698300
2580 1625900 1733600 1862900
2590 1595100 1825300 2180500
2600 1674800 1709600 1849100
2610 2399800 1713200 1761600
2620 2180200 2117000 2081900
2630 2075800 1949900 2397900
2640 1975800 1859900 2099500
2650 1668900 1811400 1891000
2660 2025400 1814200 2024600
2670 1923700 1768000 1732700
2680 2082400 1769100 1698700
2690 2230700 1777900 1625200
2700 2092600 1783000 1621600
2710 2412700 1794300 1629800
2720 1894300 1804400 1658300
2730 1733000 1953000 1658000
2740 1743000 2027000 1650100
2750 1694300 2123000 1699400
2760 1756700 1962500 1992400
2770 1748200 1920400 2150100
2780 1763200 1889200 1927400
2790 1778900 1864800 1918200
2800 1797300 1862200 1862900
2810 1841500 1866100 1740500
2820 2478700 1879400 1763100
2830 2163600 1881600 1804500
2840 2051300 1903400 1791500
2850 2371100 1901600 1726300
2860 2149300 1901300 1722200
2870 2290300 1906000 1729900
2880 1973900 1919200 1737600
2890 2085500 1942400 1772100
2900 1993200 1951000 1786900
2910 1966400 1948100 1765100
2920 1864500 1968600 1770800
2930 1872600 1992900 1796800
2940 1942300 1999800 1804300
2950 1881900 2001500 1785700
2960 1916400 2085000 1809800
2970 1894900 2347700 1945000
2980 1875800 2346100 1804000
2990 1951800 2745100 1813600
3000 1933700 2025100 1923900
3010 1948300 2030900 1915500
3020 1993700 2064100 1854300
3030 2025000 2038700 1858300
3040 2057900 2043300 1857100
3050 2231400 2059500 1946000
3060 2158600 2055000 1861500
3070 2384600 2060900 1888500
3080 2365400 2074800 1904300
3090 2426500 2078000 1954700
3100 2306300 2085000 2019300
3110 2326300 2087300 2103800
3120 2655200 2202900 2291100
3130 1975200 2610200 2172000
3140 1957300 2683300 1963500
3150 1974600 2681700 1926300
3160 2400900 3157200 2222700
3170 2133500 2143200 2042500
3180 2516600 2142000 2067800
3190 2046200 2155800 2459500
3200 2417800 2399300 2350300
3210 2039100 2635100 2010100
3220 2033000 2724700 2000300
3230 2075300 2687400 1982100
3240 2169900 2254600 1995100
3250 2475800 2213000 1996400
3260 2402600 2204100 2088600
3270 2304300 2214400 2147700
3280 2396700 2222900 2099100
3290 2147400 2268800 2362900
3300 2153100 2445900 2334200
3310 2073900 2597500 2158000
3320 2140600 2496100 2048500
3330 2149600 2520800 2062100
3340 2549000 2294800 2058400
3350 2470400 2299600 2143700
3360 2308500 2280000 2249100
3370 2150700 2332000 2550000
3380 2119300 2566800 2316300
3390 2180600 2619100 2104200
3400 2195400 2745600 2106900
3410 2268100 2336000 2121900
3420 2463500 2327200 2239100
3430 2595100 2353800 2273900
3440 2198900 2645000 2647700
3450 2186300 2942900 2170500
3460 2231000 2801600 2138700
3470 2285000 2401900 2149200
3480 2401300 2409000 2232500
3490 2762600 3117800 2684900
3500 2254100 2838600 2226700
3510 2272300 2602100 2180800
3520 2293700 2437500 2185900
3530 2783600 2425100 2264900
3540 2353800 2450400 2496400
3550 2248300 2919200 2289300
3560 2305700 3316800 2367800
3570 2492600 2446600 2345500
3580 2510500 2470200 2669100
3590 2292400 2582100 2406200
3600 2322600 3276100 2886500
3610 2860300 2561700 2516600
3620 2489900 2561200 2639400
3630 2347900 2838400 2295800
3640 2364900 2968100 2271600
3650 2481400 2508700 2318800
3660 2690100 2507500 2329200
3670 2391000 2623800 2610400
3680 2380100 2938200 2302900
3690 2421200 2560600 2321100
3700 2732800 2644100 2588900
3710 2561500 3100400 2405500
3720 2409600 3638100 3300100
3730 3476200 2953300 3256900
3740 2344900 2843700 2347500
3750 3513300 2587600 2912000
3760 2405600 3030400 2513700
3770 2440700 2798500 2369100
3780 2714800 2636500 2398300
3790 2522400 2692300 2384400
3800 2659000 2887100 2383800
3810 2508800 2910800 2390900
3820 2715100 2653000 2581000
3830 2445200 2705900 2844300
3840 2433600 3023500 2451700
3850 2699400 2746100 2444400
3860 2785300 2698600 2768500
3870 2508400 3086500 2489200
3880 2543500 2726200 2443700
3890 2759700 2687100 2896400
3900 2444000 2969800 2564500
3910 2463000 2915300 2454400
3920 2746500 2728400 2723500
3930 2489900 2794800 2483400
3940 2778400 2968000 2474600
3950 2571400 2756500 2541500
3960 2773600 2799900 2705600
3970 2508300 3225100 2516400
3980 2605700 3145200 2556100
3990 2765600 2775500 2939800
4000 2591200 3487600 2600500
4010 2770100 2776600 2552800
4020 2916500 2833300 2711800
4030 2618700 3642700 2638300
4040 2794300 2806600 2656300
4050 2604400 2967800 2810100
4060 2569500 2964700 2577500
4070 3055400 2878600 2916500
4080 2648300 3169900 2609000
4090 2803800 2847900 2673600
4100 2801900 2972300 2832800
4110 2622000 3093800 2637800
4120 3108600 2884200 3015300
4130 2774800 3504600 2628600
4140 2703500 2914100 2777600
4150 2811900 2945000 3023900
4160 2712500 3479400 2642900
4170 2991800 2933200 2948400
4180 2651200 3341000 2662300
4190 2795100 2939500 2707800
4200 2881600 3132900 2831300
4210 2742000 2973300 2775500
4220 3340300 3335100 2937000
4230 2672700 3014800 2755400
4240 2999900 3181200 3006300
4250 2782400 3030800 2719200
4260 3248900 2989500 3029500
4270 2784200 3317900 2714600
4280 2923200 3007800 3194100
4290 2758900 3086900 2732200
4300 3677200 3094600 3067700
4310 2785100 3585500 2777000
4320 3096400 3020400 3322700
4330 2740400 3518700 2747300
4340 2882500 2927600 3170400
4350 2685200 3589400 2672800
4360 2773000 2942500 3016700
4370 2764700 3817600 2691500
4380 3148500 3699700 7260600
4390 20785400 6705000 3907500
4400 8813900 12148200 4453400
4410 4552400 3263400 3011500
4420 4029900 9224100 4344600
4430 3421700 3375200 3282400
4440 3149300 3848600 3081800
4450 3448000 3405100 3424500
4460 3089500 3622200 3323200
4470 3445900 4379900 3154500
4480 3984200 5189800 3606400
4490 3764700 3654900 3863600
4500 3266700 3468600 3560400
4510 3145000 3814400 3177200
4520 3449800 3509000 3332800
4530 3247700 3329700 3368300
4540 3058300 3758100 3034700
4550 3588400 3437300 3369200
4560 3128000 3418200 3219900
4570 3072700 4090400 3064500
4580 3692200 3369500 3711500
4590 3060500 3620100 3133500
4600 3583900 3546500 3163100
4610 3230700 3397200 3333000
4620 3106400 3699300 3093500
4630 3647200 3504500 3322000
4640 3189400 3437600 3214600
4650 3377400 4024000 3119900
4660 3295700 3379200 3306800
4670 3084200 3314500 3048800
4680 3420300 3587400 3133500
4690 2981000 3361300 3368400
4700 3075600 3878000 3037400
4710 3339200 3331600 3425500
4720 3147000 3559800 3122000
4730 3310800 3533300 3172800
4740 3128800 3359600 3487800
4750 3071500 3766000 3065900
4760 3674600 3421800 3343200
4770 3152700 3415400 3266700
4780 3262300 4084100 3098600
4790 3353400 3461200 3303300
4800 3107800 3588600 3117100
4810 3493700 4131800 3140800
4820 3313100 3418900 3549900
4830 3107800 3641900 3215500
4840 3739300 4262500 3158500
4850 3256400 3440200 3412400
4860 3221600 3507000 3301900
4870 3404100 4418300 3170600
4880 3489600 3503200 3610700
4890 3264300 3518600 3479100
4900 3187900 4075700 3215600
4910 3598200 3810000 3367400
4920 3589200 3497500 3657500
4930 3144500 3539500 3138900
4940 3362500 3987800 3121700
4950 3246800 3392700 3381700
4960 3098200 3644900 3116300
4970 3611100 3454800 3480100
4980 3171800 3420500 3255600
4990 3153500 3867900 3123600
5000 3617300 3754900 3432300

